47:27 l2
then l4
10:45:00.786 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:46:27.495 -> Acceleration in g's  X: 0.013, Y: -0.020, Z: 1.002, roll: -1.117, pitch: -0.726
10:46:27.495 -> Acceleration in g's  X: 0.004, Y: -0.021, Z: 0.955, roll: -1.289, pitch: -0.234
10:46:27.528 -> Acceleration in g's  X: 0.024, Y: -0.018, Z: 0.950, roll: -1.060, pitch: -1.472
10:46:27.563 -> Acceleration in g's  X: 0.012, Y: -0.021, Z: 0.975, roll: -1.205, pitch: -0.689
10:46:27.598 -> Acceleration in g's  X: 0.005, Y: -0.027, Z: 0.964, roll: -1.625, pitch: -0.290
10:46:27.598 -> Acceleration in g's  X: 0.012, Y: -0.025, Z: 0.975, roll: -1.492, pitch: -0.689
10:46:27.632 -> Acceleration in g's  X: 0.015, Y: -0.026, Z: 0.990, roll: -1.525, pitch: -0.847
10:46:27.667 -> Acceleration in g's  X: 0.005, Y: -0.031, Z: 1.012, roll: -1.769, pitch: -0.276
10:46:27.701 -> Acceleration in g's  X: 0.008, Y: -0.028, Z: 1.017, roll: -1.596, pitch: -0.440
10:46:27.701 -> Acceleration in g's  X: 0.016, Y: -0.028, Z: 1.020, roll: -1.591, pitch: -0.878
10:46:27.734 -> Acceleration in g's  X: 0.012, Y: -0.027, Z: 1.037, roll: -1.510, pitch: -0.647
10:46:27.767 -> Acceleration in g's  X: 0.015, Y: -0.021, Z: 1.015, roll: -1.213, pitch: -0.827
10:46:27.802 -> Acceleration in g's  X: 0.026, Y: -0.034, Z: 0.970, roll: -2.019, pitch: -1.557
10:46:27.802 -> Acceleration in g's  X: 0.020, Y: -0.020, Z: 1.003, roll: -1.116, pitch: -1.115
10:46:27.835 -> Acceleration in g's  X: 0.023, Y: -0.025, Z: 0.981, roll: -1.482, pitch: -1.368
10:46:27.869 -> Acceleration in g's  X: 0.025, Y: -0.028, Z: 0.966, roll: -1.680, pitch: -1.505
10:46:27.903 -> Acceleration in g's  X: 0.023, Y: -0.029, Z: 0.980, roll: -1.712, pitch: -1.369
10:46:27.936 -> Acceleration in g's  X: 0.019, Y: -0.022, Z: 0.995, roll: -1.293, pitch: -1.068
10:46:27.936 -> Acceleration in g's  X: 0.021, Y: -0.036, Z: 0.979, roll: -2.115, pitch: -1.257
10:46:27.971 -> Acceleration in g's  X: 0.014, Y: -0.021, Z: 1.003, roll: -1.227, pitch: -0.781
10:46:28.004 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 1.002, roll: -1.340, pitch: -1.005
10:46:28.039 -> Acceleration in g's  X: 0.013, Y: -0.023, Z: 1.014, roll: -1.325, pitch: -0.717
10:46:28.039 -> Acceleration in g's  X: 0.008, Y: -0.026, Z: 1.027, roll: -1.470, pitch: -0.436
10:46:28.074 -> Acceleration in g's  X: 0.012, Y: -0.015, Z: 0.992, roll: -0.846, pitch: -0.677
10:46:28.107 -> Acceleration in g's  X: 0.015, Y: -0.017, Z: 0.990, roll: -0.960, pitch: -0.847
10:46:28.140 -> Acceleration in g's  X: -0.003, Y: -0.015, Z: 1.035, roll: -0.811, pitch: 0.162
10:46:28.140 -> Acceleration in g's  X: 0.024, Y: -0.022, Z: 0.972, roll: -1.324, pitch: -1.439
10:46:28.176 -> Acceleration in g's  X: 0.010, Y: -0.019, Z: 0.979, roll: -1.086, pitch: -0.572
10:46:28.209 -> Acceleration in g's  X: 0.005, Y: -0.016, Z: 0.970, roll: -0.923, pitch: -0.288
10:46:28.244 -> Acceleration in g's  X: 0.010, Y: -0.034, Z: 0.946, roll: -2.069, pitch: -0.591
10:46:28.244 -> Acceleration in g's  X: 0.007, Y: -0.020, Z: 0.985, roll: -1.136, pitch: -0.397
10:46:28.278 -> Acceleration in g's  X: 0.001, Y: -0.028, Z: 0.977, roll: -1.661, pitch: -0.057
10:46:28.311 -> Acceleration in g's  X: 0.011, Y: -0.031, Z: 1.008, roll: -1.776, pitch: -0.610
10:46:28.345 -> Acceleration in g's  X: 0.012, Y: -0.029, Z: 1.031, roll: -1.627, pitch: -0.651
10:46:28.345 -> Acceleration in g's  X: 0.009, Y: -0.028, Z: 1.020, roll: -1.591, pitch: -0.494
10:46:28.378 -> Acceleration in g's  X: 0.012, Y: -0.029, Z: 1.052, roll: -1.596, pitch: -0.638
10:46:28.413 -> Acceleration in g's  X: 0.025, Y: -0.024, Z: 0.987, roll: -1.417, pitch: -1.473
10:46:28.447 -> Acceleration in g's  X: 0.022, Y: -0.036, Z: 0.971, roll: -2.132, pitch: -1.325
10:46:28.447 -> Acceleration in g's  X: 0.024, Y: -0.016, Z: 1.018, roll: -0.880, pitch: -1.374
10:46:28.481 -> Acceleration in g's  X: 0.034, Y: -0.022, Z: 0.965, roll: -1.334, pitch: -2.028
10:46:28.515 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.959, roll: -1.925, pitch: -1.108
10:46:28.548 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 0.980, roll: -1.369, pitch: -1.027
10:46:28.582 -> Acceleration in g's  X: 0.017, Y: -0.024, Z: 0.979, roll: -1.428, pitch: -0.971
10:46:28.582 -> Acceleration in g's  X: 0.014, Y: -0.035, Z: 1.002, roll: -2.010, pitch: -0.781
10:46:28.615 -> Acceleration in g's  X: 0.019, Y: -0.019, Z: 0.986, roll: -1.078, pitch: -1.078
10:46:28.649 -> Acceleration in g's  X: 0.017, Y: -0.024, Z: 1.010, roll: -1.385, pitch: -0.942
10:46:28.683 -> Acceleration in g's  X: 0.007, Y: -0.028, Z: 1.034, roll: -1.569, pitch: -0.379
10:46:28.683 -> Acceleration in g's  X: 0.014, Y: -0.015, Z: 0.982, roll: -0.854, pitch: -0.797
10:46:28.717 -> Acceleration in g's  X: 0.012, Y: -0.017, Z: 1.006, roll: -0.946, pitch: -0.667
10:46:28.752 -> Acceleration in g's  X: 0.009, Y: -0.019, Z: 1.026, roll: -1.036, pitch: -0.491
10:46:28.785 -> Acceleration in g's  X: 0.021, Y: -0.019, Z: 0.932, roll: -1.141, pitch: -1.261
10:46:28.785 -> Acceleration in g's  X: 0.012, Y: -0.019, Z: 0.960, roll: -1.107, pitch: -0.699
10:46:28.820 -> Acceleration in g's  X: 0.005, Y: -0.022, Z: 0.984, roll: -1.307, pitch: -0.284
10:46:28.853 -> Acceleration in g's  X: 0.006, Y: -0.021, Z: 0.991, roll: -1.185, pitch: -0.339
10:46:28.887 -> Acceleration in g's  X: 0.013, Y: -0.027, Z: 0.974, roll: -1.609, pitch: -0.747
10:46:28.887 -> Acceleration in g's  X: 0.009, Y: -0.026, Z: 0.978, roll: -1.545, pitch: -0.515
10:46:28.920 -> Acceleration in g's  X: 0.013, Y: -0.026, Z: 0.979, roll: -1.542, pitch: -0.742
10:46:28.955 -> Acceleration in g's  X: 0.007, Y: -0.025, Z: 1.010, roll: -1.440, pitch: -0.388
10:46:28.988 -> Acceleration in g's  X: 0.008, Y: -0.023, Z: 0.998, roll: -1.345, pitch: -0.448
10:46:29.023 -> Acceleration in g's  X: 0.010, Y: -0.024, Z: 1.021, roll: -1.370, pitch: -0.548
10:46:29.023 -> Acceleration in g's  X: 0.012, Y: -0.029, Z: 1.060, roll: -1.584, pitch: -0.633
10:46:29.057 -> Acceleration in g's  X: 0.020, Y: -0.027, Z: 0.987, roll: -1.586, pitch: -1.133
10:46:29.090 -> Acceleration in g's  X: 0.024, Y: -0.024, Z: 0.996, roll: -1.404, pitch: -1.404
10:46:29.123 -> Acceleration in g's  X: 0.019, Y: -0.022, Z: 1.023, roll: -1.257, pitch: -1.038
10:46:29.123 -> Acceleration in g's  X: 0.021, Y: -0.025, Z: 0.961, roll: -1.514, pitch: -1.280
10:46:29.158 -> Acceleration in g's  X: 0.019, Y: -0.023, Z: 0.991, roll: -1.355, pitch: -1.072
10:46:29.193 -> Acceleration in g's  X: 0.022, Y: -0.027, Z: 0.994, roll: -1.576, pitch: -1.294
10:46:29.228 -> Acceleration in g's  X: 0.016, Y: -0.029, Z: 0.977, roll: -1.718, pitch: -0.916
10:46:29.228 -> Acceleration in g's  X: 0.018, Y: -0.023, Z: 0.988, roll: -1.359, pitch: -1.019
10:46:29.262 -> Acceleration in g's  X: 0.016, Y: -0.021, Z: 1.001, roll: -1.174, pitch: -0.894
10:46:29.297 -> Acceleration in g's  X: 0.012, Y: -0.027, Z: 1.003, roll: -1.562, pitch: -0.669
10:46:29.330 -> Acceleration in g's  X: 0.011, Y: -0.011, Z: 1.010, roll: -0.610, pitch: -0.609
10:46:29.330 -> Acceleration in g's  X: 0.017, Y: -0.017, Z: 1.002, roll: -0.949, pitch: -0.949
10:46:29.364 -> Acceleration in g's  X: 0.013, Y: -0.020, Z: 1.023, roll: -1.093, pitch: -0.711
10:46:29.399 -> Acceleration in g's  X: 0.018, Y: -0.014, Z: 0.974, roll: -0.805, pitch: -1.034
10:46:29.432 -> Acceleration in g's  X: 0.016, Y: -0.021, Z: 0.950, roll: -1.236, pitch: -0.942
10:46:29.432 -> Acceleration in g's  X: 0.003, Y: -0.022, Z: 1.003, roll: -1.283, pitch: -0.167
10:46:29.465 -> Acceleration in g's  X: 0.009, Y: -0.017, Z: 0.985, roll: -0.965, pitch: -0.511
10:46:29.498 -> Acceleration in g's  X: 0.014, Y: -0.035, Z: 0.947, roll: -2.125, pitch: -0.826
10:46:29.532 -> Acceleration in g's  X: 0.009, Y: -0.024, Z: 0.993, roll: -1.408, pitch: -0.507
10:46:29.567 -> Acceleration in g's  X: 0.007, Y: -0.024, Z: 0.983, roll: -1.422, pitch: -0.398
10:46:29.567 -> Acceleration in g's  X: 0.004, Y: -0.030, Z: 1.013, roll: -1.712, pitch: -0.221
10:46:29.600 -> Acceleration in g's  X: 0.000, Y: -0.027, Z: 1.032, roll: -1.517, pitch: 0.000
10:46:29.634 -> Acceleration in g's  X: 0.013, Y: -0.032, Z: 1.008, roll: -1.832, pitch: -0.721
10:46:29.668 -> Acceleration in g's  X: 0.017, Y: -0.028, Z: 1.031, roll: -1.573, pitch: -0.922
10:46:29.668 -> Acceleration in g's  X: 0.017, Y: -0.022, Z: 0.994, roll: -1.294, pitch: -0.956
10:46:29.701 -> Acceleration in g's  X: 0.016, Y: -0.027, Z: 0.977, roll: -1.604, pitch: -0.916
10:46:29.734 -> Acceleration in g's  X: 0.020, Y: -0.021, Z: 0.978, roll: -1.259, pitch: -1.144
10:46:29.769 -> Acceleration in g's  X: 0.012, Y: -0.021, Z: 0.974, roll: -1.264, pitch: -0.689
10:46:29.769 -> Acceleration in g's  X: 0.021, Y: -0.031, Z: 0.959, roll: -1.866, pitch: -1.283
10:46:29.802 -> Acceleration in g's  X: 0.027, Y: -0.023, Z: 0.975, roll: -1.378, pitch: -1.607
10:46:29.837 -> Acceleration in g's  X: 0.024, Y: -0.021, Z: 0.985, roll: -1.192, pitch: -1.419
10:46:29.872 -> Acceleration in g's  X: 0.014, Y: -0.026, Z: 1.017, roll: -1.486, pitch: -0.770
10:46:29.872 -> Acceleration in g's  X: 0.022, Y: -0.022, Z: 1.008, roll: -1.277, pitch: -1.276
10:46:29.906 -> Acceleration in g's  X: 0.021, Y: -0.022, Z: 0.999, roll: -1.288, pitch: -1.176
10:46:29.940 -> Acceleration in g's  X: 0.015, Y: -0.020, Z: 1.026, roll: -1.090, pitch: -0.818
10:46:29.974 -> Acceleration in g's  X: 0.021, Y: -0.015, Z: 1.020, roll: -0.823, pitch: -1.152
10:46:29.974 -> Acceleration in g's  X: 0.018, Y: -0.015, Z: 0.992, roll: -0.846, pitch: -1.015
10:46:30.008 -> Acceleration in g's  X: 0.009, Y: -0.015, Z: 1.003, roll: -0.837, pitch: -0.502
10:46:30.042 -> Acceleration in g's  X: 0.013, Y: -0.015, Z: 0.966, roll: -0.869, pitch: -0.753
10:46:30.075 -> Acceleration in g's  X: 0.009, Y: -0.021, Z: 0.975, roll: -1.205, pitch: -0.517
10:46:30.109 -> Acceleration in g's  X: 0.002, Y: -0.030, Z: 0.994, roll: -1.744, pitch: -0.113
10:46:30.109 -> Acceleration in g's  X: 0.017, Y: -0.021, Z: 0.951, roll: -1.235, pitch: -1.000
10:46:30.144 -> Acceleration in g's  X: 0.005, Y: -0.029, Z: 0.987, roll: -1.700, pitch: -0.283
10:46:30.177 -> Acceleration in g's  X: 0.004, Y: -0.026, Z: 0.996, roll: -1.516, pitch: -0.225
10:46:30.212 -> Acceleration in g's  X: 0.011, Y: -0.027, Z: 0.992, roll: -1.579, pitch: -0.620
10:46:30.212 -> Acceleration in g's  X: 0.009, Y: -0.030, Z: 1.010, roll: -1.717, pitch: -0.498
10:46:30.245 -> Acceleration in g's  X: 0.008, Y: -0.030, Z: 1.021, roll: -1.699, pitch: -0.438
10:46:30.280 -> Acceleration in g's  X: 0.019, Y: -0.029, Z: 0.993, roll: -1.690, pitch: -1.070
10:46:30.314 -> Acceleration in g's  X: 0.012, Y: -0.026, Z: 1.020, roll: -1.481, pitch: -0.658
10:46:30.314 -> Acceleration in g's  X: 0.015, Y: -0.021, Z: 1.003, roll: -1.227, pitch: -0.837
10:46:30.348 -> Acceleration in g's  X: 0.018, Y: -0.022, Z: 0.979, roll: -1.315, pitch: -1.029
10:46:30.382 -> Acceleration in g's  X: 0.016, Y: -0.023, Z: 0.999, roll: -1.344, pitch: -0.896
10:46:30.415 -> Acceleration in g's  X: 0.022, Y: -0.021, Z: 0.983, roll: -1.195, pitch: -1.308
10:46:30.415 -> Acceleration in g's  X: 0.022, Y: -0.025, Z: 0.986, roll: -1.475, pitch: -1.304
10:46:30.450 -> Acceleration in g's  X: 0.023, Y: -0.020, Z: 0.971, roll: -1.153, pitch: -1.383
10:46:30.483 -> Acceleration in g's  X: 0.017, Y: -0.024, Z: 0.990, roll: -1.412, pitch: -0.960
10:46:30.517 -> Acceleration in g's  X: 0.020, Y: -0.023, Z: 0.981, roll: -1.368, pitch: -1.140
10:46:30.517 -> Acceleration in g's  X: 0.016, Y: -0.022, Z: 0.967, roll: -1.331, pitch: -0.926
10:46:30.551 -> Acceleration in g's  X: 0.022, Y: -0.021, Z: 1.023, roll: -1.203, pitch: -1.257
10:46:30.586 -> Acceleration in g's  X: 0.018, Y: -0.026, Z: 1.013, roll: -1.491, pitch: -0.994
10:46:30.620 -> Acceleration in g's  X: 0.016, Y: -0.021, Z: 1.003, roll: -1.227, pitch: -0.892
10:46:30.620 -> Acceleration in g's  X: 0.008, Y: -0.019, Z: 1.015, roll: -1.048, pitch: -0.441
10:46:30.654 -> Acceleration in g's  X: 0.010, Y: -0.020, Z: 1.020, roll: -1.097, pitch: -0.549
10:46:30.687 -> Acceleration in g's  X: 0.006, Y: -0.028, Z: 0.966, roll: -1.680, pitch: -0.347
10:46:30.721 -> Acceleration in g's  X: 0.009, Y: -0.015, Z: 0.987, roll: -0.850, pitch: -0.510
10:46:30.754 -> Acceleration in g's  X: 0.012, Y: -0.022, Z: 0.979, roll: -1.315, pitch: -0.686
10:46:30.754 -> Acceleration in g's  X: 0.011, Y: -0.032, Z: 0.960, roll: -1.923, pitch: -0.641
10:46:30.788 -> Acceleration in g's  X: 0.009, Y: -0.021, Z: 0.972, roll: -1.267, pitch: -0.518
10:46:30.822 -> Acceleration in g's  X: 0.013, Y: -0.024, Z: 0.977, roll: -1.432, pitch: -0.745
10:46:30.856 -> Acceleration in g's  X: 0.003, Y: -0.034, Z: 1.021, roll: -1.916, pitch: -0.164
10:46:30.856 -> Acceleration in g's  X: 0.013, Y: -0.024, Z: 1.011, roll: -1.384, pitch: -0.719
10:46:30.890 -> Acceleration in g's  X: 0.025, Y: -0.022, Z: 0.977, roll: -1.318, pitch: -1.489
10:46:30.924 -> Acceleration in g's  X: 0.009, Y: -0.031, Z: 1.055, roll: -1.697, pitch: -0.477
10:46:30.957 -> Acceleration in g's  X: 0.009, Y: -0.023, Z: 1.033, roll: -1.299, pitch: -0.487
10:46:30.957 -> Acceleration in g's  X: 0.017, Y: -0.027, Z: 0.968, roll: -1.618, pitch: -0.982
10:46:30.993 -> Acceleration in g's  X: 0.005, Y: -0.022, Z: 1.036, roll: -1.242, pitch: -0.270
10:46:31.026 -> Acceleration in g's  X: 0.020, Y: -0.018, Z: 0.982, roll: -1.025, pitch: -1.139
10:46:31.060 -> Acceleration in g's  X: 0.033, Y: -0.016, Z: 0.961, roll: -0.932, pitch: -1.979
10:46:31.060 -> Acceleration in g's  X: 0.022, Y: -0.023, Z: 0.971, roll: -1.383, pitch: -1.325
10:46:31.094 -> Acceleration in g's  X: 0.023, Y: -0.021, Z: 0.975, roll: -1.263, pitch: -1.377
10:46:31.127 -> Acceleration in g's  X: 0.026, Y: -0.025, Z: 0.968, roll: -1.503, pitch: -1.560
10:46:31.160 -> Acceleration in g's  X: 0.021, Y: -0.024, Z: 1.000, roll: -1.399, pitch: -1.174
10:46:31.194 -> Acceleration in g's  X: 0.019, Y: -0.028, Z: 1.007, roll: -1.611, pitch: -1.055
10:46:31.194 -> Acceleration in g's  X: 0.025, Y: -0.026, Z: 1.012, roll: -1.493, pitch: -1.437
10:46:31.228 -> Acceleration in g's  X: 0.015, Y: -0.020, Z: 1.015, roll: -1.103, pitch: -0.827
10:46:31.261 -> Acceleration in g's  X: 0.008, Y: -0.017, Z: 1.002, roll: -0.949, pitch: -0.447
10:46:31.294 -> Acceleration in g's  X: 0.008, Y: -0.023, Z: 1.019, roll: -1.318, pitch: -0.439
10:46:31.294 -> Acceleration in g's  X: 0.009, Y: -0.019, Z: 0.983, roll: -1.081, pitch: -0.512
10:46:31.329 -> Acceleration in g's  X: 0.007, Y: -0.017, Z: 0.965, roll: -0.986, pitch: -0.406
10:46:31.363 -> Acceleration in g's  X: 0.015, Y: -0.021, Z: 0.979, roll: -1.258, pitch: -0.857
10:46:31.397 -> Acceleration in g's  X: 0.011, Y: -0.018, Z: 0.967, roll: -1.042, pitch: -0.636
10:46:31.397 -> Acceleration in g's  X: 0.011, Y: -0.026, Z: 0.924, roll: -1.635, pitch: -0.666
10:46:31.430 -> Acceleration in g's  X: 0.008, Y: -0.021, Z: 1.001, roll: -1.230, pitch: -0.447
10:46:31.464 -> Acceleration in g's  X: 0.010, Y: -0.031, Z: 0.981, roll: -1.824, pitch: -0.570
10:46:31.498 -> Acceleration in g's  X: 0.012, Y: -0.029, Z: 0.962, roll: -1.745, pitch: -0.698
10:46:31.533 -> Acceleration in g's  X: 0.011, Y: -0.023, Z: 0.989, roll: -1.357, pitch: -0.622
10:46:31.533 -> Acceleration in g's  X: 0.011, Y: -0.027, Z: 1.010, roll: -1.551, pitch: -0.609
10:46:31.567 -> Acceleration in g's  X: 0.008, Y: -0.033, Z: 1.009, roll: -1.885, pitch: -0.443
10:46:31.601 -> Acceleration in g's  X: 0.012, Y: -0.021, Z: 1.014, roll: -1.159, pitch: -0.662
10:46:31.634 -> Acceleration in g's  X: 0.017, Y: -0.019, Z: 0.992, roll: -1.071, pitch: -0.958
10:46:31.634 -> Acceleration in g's  X: 0.021, Y: -0.021, Z: 1.002, roll: -1.228, pitch: -1.172
10:46:31.669 -> Acceleration in g's  X: 0.024, Y: -0.020, Z: 0.962, roll: -1.163, pitch: -1.454
10:46:31.703 -> Acceleration in g's  X: 0.021, Y: -0.027, Z: 0.978, roll: -1.602, pitch: -1.259
10:46:31.738 -> Acceleration in g's  X: 0.023, Y: -0.021, Z: 0.987, roll: -1.247, pitch: -1.360
10:46:31.738 -> Acceleration in g's  X: 0.025, Y: -0.020, Z: 0.968, roll: -1.156, pitch: -1.503
10:46:31.771 -> Acceleration in g's  X: 0.021, Y: -0.026, Z: 0.969, roll: -1.559, pitch: -1.270
10:46:31.806 -> Acceleration in g's  X: 0.020, Y: -0.022, Z: 1.010, roll: -1.274, pitch: -1.108
10:46:31.840 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.962, roll: -1.861, pitch: -1.104
10:46:31.840 -> Acceleration in g's  X: 0.013, Y: -0.032, Z: 0.991, roll: -1.862, pitch: -0.733
10:46:31.874 -> Acceleration in g's  X: 0.009, Y: -0.024, Z: 1.037, roll: -1.349, pitch: -0.485
10:46:31.908 -> Acceleration in g's  X: 0.012, Y: -0.023, Z: 0.986, roll: -1.361, pitch: -0.681
10:46:31.941 -> Acceleration in g's  X: 0.007, Y: -0.021, Z: 1.014, roll: -1.159, pitch: -0.386
10:46:31.941 -> Acceleration in g's  X: 0.010, Y: -0.025, Z: 1.001, roll: -1.453, pitch: -0.559
10:46:31.976 -> Acceleration in g's  X: 0.014, Y: -0.022, Z: 0.978, roll: -1.316, pitch: -0.801
10:46:32.010 -> Acceleration in g's  X: 0.009, Y: -0.022, Z: 0.991, roll: -1.298, pitch: -0.508
10:46:32.043 -> Acceleration in g's  X: 0.013, Y: -0.016, Z: 0.989, roll: -0.905, pitch: -0.735
10:46:32.043 -> Acceleration in g's  X: 0.014, Y: -0.018, Z: 0.978, roll: -1.030, pitch: -0.801
10:46:32.077 -> Acceleration in g's  X: 0.011, Y: -0.022, Z: 0.982, roll: -1.310, pitch: -0.626
10:46:32.111 -> Acceleration in g's  X: 0.011, Y: -0.031, Z: 0.985, roll: -1.817, pitch: -0.624
10:46:32.146 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.985, roll: -1.817, pitch: -1.022
10:46:32.146 -> Acceleration in g's  X: 0.004, Y: -0.030, Z: 1.006, roll: -1.724, pitch: -0.222
10:46:32.180 -> Acceleration in g's  X: 0.012, Y: -0.034, Z: 0.983, roll: -1.991, pitch: -0.682
10:46:32.214 -> Acceleration in g's  X: 0.015, Y: -0.037, Z: 0.997, roll: -2.131, pitch: -0.841
10:46:32.248 -> Acceleration in g's  X: 0.013, Y: -0.029, Z: 1.031, roll: -1.627, pitch: -0.705
10:46:32.282 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.989, roll: -1.809, pitch: -1.074
10:46:32.282 -> Acceleration in g's  X: 0.026, Y: -0.027, Z: 0.990, roll: -1.582, pitch: -1.525
10:46:32.317 -> Acceleration in g's  X: 0.020, Y: -0.020, Z: 1.004, roll: -1.115, pitch: -1.114
10:46:32.351 -> Acceleration in g's  X: 0.020, Y: -0.021, Z: 0.979, roll: -1.257, pitch: -1.142
10:46:32.385 -> Acceleration in g's  X: 0.021, Y: -0.017, Z: 0.992, roll: -0.959, pitch: -1.240
10:46:32.385 -> Acceleration in g's  X: 0.025, Y: -0.021, Z: 0.954, roll: -1.290, pitch: -1.524
10:46:32.419 -> Acceleration in g's  X: 0.021, Y: -0.031, Z: 0.984, roll: -1.818, pitch: -1.250
10:46:32.454 -> Acceleration in g's  X: 0.023, Y: -0.014, Z: 0.994, roll: -0.788, pitch: -1.350
10:46:32.488 -> Acceleration in g's  X: 0.021, Y: -0.029, Z: 0.975, roll: -1.722, pitch: -1.262
10:46:32.488 -> Acceleration in g's  X: 0.009, Y: -0.034, Z: 0.988, roll: -1.981, pitch: -0.509
10:46:32.522 -> Acceleration in g's  X: 0.015, Y: -0.023, Z: 1.018, roll: -1.319, pitch: -0.825
10:46:32.555 -> Acceleration in g's  X: 0.018, Y: -0.028, Z: 0.984, roll: -1.648, pitch: -1.023
10:46:32.590 -> Acceleration in g's  X: 0.012, Y: -0.025, Z: 1.016, roll: -1.432, pitch: -0.661
10:46:32.590 -> Acceleration in g's  X: 0.017, Y: -0.017, Z: 0.973, roll: -0.978, pitch: -0.978
10:46:32.623 -> Acceleration in g's  X: 0.013, Y: -0.022, Z: 0.979, roll: -1.315, pitch: -0.743
10:46:32.658 -> Acceleration in g's  X: 0.005, Y: -0.022, Z: 1.018, roll: -1.264, pitch: -0.275
10:46:32.693 -> Acceleration in g's  X: 0.015, Y: -0.024, Z: 0.972, roll: -1.439, pitch: -0.863
10:46:32.693 -> Acceleration in g's  X: 0.014, Y: -0.023, Z: 0.983, roll: -1.365, pitch: -0.796
10:46:32.727 -> Acceleration in g's  X: 0.014, Y: -0.025, Z: 0.989, roll: -1.470, pitch: -0.792
10:46:32.760 -> Acceleration in g's  X: 0.014, Y: -0.035, Z: 0.979, roll: -2.056, pitch: -0.799
10:46:32.794 -> Acceleration in g's  X: 0.009, Y: -0.028, Z: 1.009, roll: -1.608, pitch: -0.499
10:46:32.794 -> Acceleration in g's  X: 0.007, Y: -0.027, Z: 0.999, roll: -1.568, pitch: -0.392
10:46:32.828 -> Acceleration in g's  X: 0.012, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -0.675
10:46:32.863 -> Acceleration in g's  X: 0.015, Y: -0.029, Z: 1.004, roll: -1.672, pitch: -0.836
10:46:32.896 -> Acceleration in g's  X: 0.019, Y: -0.027, Z: 0.981, roll: -1.596, pitch: -1.083
10:46:32.930 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 1.011, roll: -1.494, pitch: -1.051
10:46:32.930 -> Acceleration in g's  X: 0.021, Y: -0.021, Z: 0.991, roll: -1.185, pitch: -1.185
10:46:32.964 -> Acceleration in g's  X: 0.017, Y: -0.022, Z: 0.970, roll: -1.327, pitch: -0.981
10:46:32.998 -> Acceleration in g's  X: 0.021, Y: -0.021, Z: 0.992, roll: -1.240, pitch: -1.184
10:46:33.031 -> Acceleration in g's  X: 0.026, Y: -0.022, Z: 0.973, roll: -1.323, pitch: -1.552
10:46:33.031 -> Acceleration in g's  X: 0.022, Y: -0.021, Z: 0.980, roll: -1.198, pitch: -1.312
10:46:33.065 -> Acceleration in g's  X: 0.020, Y: -0.026, Z: 0.998, roll: -1.513, pitch: -1.121
10:46:33.099 -> Acceleration in g's  X: 0.019, Y: -0.027, Z: 0.989, roll: -1.583, pitch: -1.074
10:46:33.132 -> Acceleration in g's  X: 0.019, Y: -0.026, Z: 0.989, roll: -1.527, pitch: -1.074
10:46:33.132 -> Acceleration in g's  X: 0.015, Y: -0.030, Z: 1.000, roll: -1.734, pitch: -0.839
10:46:33.166 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.991, roll: -1.862, pitch: -1.015
10:46:33.199 -> Acceleration in g's  X: 0.017, Y: -0.025, Z: 0.998, roll: -1.457, pitch: -0.953
10:46:33.233 -> Acceleration in g's  X: 0.014, Y: -0.021, Z: 1.012, roll: -1.161, pitch: -0.774
10:46:33.233 -> Acceleration in g's  X: 0.008, Y: -0.026, Z: 1.016, roll: -1.487, pitch: -0.441
10:46:33.267 -> Acceleration in g's  X: 0.015, Y: -0.020, Z: 0.982, roll: -1.139, pitch: -0.854
10:46:33.301 -> Acceleration in g's  X: 0.017, Y: -0.018, Z: 0.965, roll: -1.044, pitch: -0.986
10:46:33.335 -> Acceleration in g's  X: 0.009, Y: -0.020, Z: 1.022, roll: -1.094, pitch: -0.492
10:46:33.369 -> Acceleration in g's  X: 0.012, Y: -0.022, Z: 0.984, roll: -1.307, pitch: -0.682
